id,customer_id,author_id,author_name,content,timestamp,type,created_at,updated_at
134,customer_002,6,System,"🤖 System: Next step due date set to ""2025-07-25"" (triggered by Stan Gwin)",2025-07-25 02:47:58.021722,system,2025-07-25 02:47:58.021722,2025-07-25 02:47:58.021722
135,customer_002,6,System,"🤖 System: Next step due date set to ""2025-07-25"" (triggered by Stan Gwin)",2025-07-25 02:48:29.198798,system,2025-07-25 02:48:29.198798,2025-07-25 02:48:29.198798
139,customer_002,6,System,"🤖 System: Next step due date set to ""2025-07-25"" (triggered by Stan Gwin)",2025-07-25 03:00:37.371577,system,2025-07-25 03:00:37.371577,2025-07-25 03:00:37.371577
140,customer_002,6,System,"🤖 System: Next step due date set to ""2025-07-31"" (triggered by Stan Gwin)",2025-07-25 03:04:54.322262,system,2025-07-25 03:04:54.322262,2025-07-25 03:04:54.322262
152,customer_002,6,System,"🤖 System: Next step due date set to ""2025-07-30"" (triggered by Stan Gwin)",2025-07-29 18:27:48.634114,system,2025-07-29 18:27:48.634114,2025-07-29 18:27:48.634114
52,customer_003,,Legacy User,Z3 is ordered from Network Tigers and shipped directly to the site.,2025-06-23 21:00:00,manual,2025-06-23 21:00:00,2025-07-14 14:24:24.340897
3,customer_003,6,Stan Gwin,Talked to Shelby this morning. She does not have Wi-Fi working. Figured out the Wi-Fi was being run on her old Draytek router from Lumistry. I've checked her Z3 and it has Wi-Fi capability. I've asked her if she'd like me to turn it on for her to test and see if she likes the service before she decides if she wants to keep it. We also discussed her phone bill. She has a phone bill from Bullock solutions that is the company that provides her Internet service for her. They are also charging her $38 a month for a phone line that she doesn't think she's using. She said she would check with Voxo and see if they had the number and if they don't have the number then she'll call and tell Bullock to disconnect it if they do have the number then she's going to call Bullock and tell them that they just stop the billing and give her a credit for all the money they've been spending they shouldn't have with them.,2025-06-27 16:53:53.60748,manual,2025-06-27 16:53:53.60748,2025-06-27 16:53:53.60748
4,customer_003,6,Stan Gwin,Talked to Shelby this morning. She does not have Wi-Fi working. Figured out the Wi-Fi was being run on her old Draytek router from Lumistry. I've checked her Z3 and it has Wi-Fi capability. I've asked her if she'd like me to turn it on for her to test and see if she likes the service before she decides if she wants to keep it. We also discussed her phone bill. She has a phone bill from Bullock solutions that is the company that provides her Internet service for her. They are also charging her $38 a month for a phone line that she doesn't think she's using. She said she would check with Voxo and see if they had the number and if they don't have the number then she'll call and tell Bullock to disconnect it if they do have the number then she's going to call Bullock and tell them that they just stop the billing and give her a credit for all the money they've been spending they shouldn't have with them.,2025-06-27 16:53:54.96743,manual,2025-06-27 16:53:54.96743,2025-06-27 16:53:54.96743
8,customer_003,4,Test User,Turned on WiFi for Shelby. Need to follow in a week and see how it’s working for her.,2025-06-28 22:09:16.455289,manual,2025-06-28 22:09:16.455289,2025-06-28 22:09:16.455289
35,customer_003,6,System,"🤖 System: Next step updated from ""Schedule Install"" to ""Place in Billing"" (triggered by Stan Gwin)",2025-07-12 01:52:14.918721,system,2025-07-12 01:52:14.918721,2025-07-12 01:52:14.918721
86,customer_003,6,System,"🤖 System: Next step due date set to ""2025-07-25"" (triggered by Stan Gwin)",2025-07-17 14:35:10.966341,system,2025-07-17 14:35:10.966341,2025-07-17 14:35:10.966341
99,customer_003,6,System,"🤖 System: Next step due date set to ""2025-07-25"" (triggered by Stan Gwin)",2025-07-22 15:18:06.974962,system,2025-07-22 15:18:06.974962,2025-07-22 15:18:06.974962
151,customer_003,6,System,"🤖 System: Next step due date set to ""2025-07-30"" (triggered by Stan Gwin)",2025-07-29 18:27:35.755476,system,2025-07-29 18:27:35.755476,2025-07-29 18:27:35.755476
46,customer_004,,Legacy User,Spoke with Yash. He had an issue with price. Rusty needs to go back and explain to him the whole story instead of just the voice portion,2025-06-23 21:00:00,manual,2025-06-23 21:00:00,2025-07-14 14:24:24.340897
34,customer_004,6,System,"🤖 System: Next step set to ""Follow with VOXO AE"" (triggered by Stan Gwin)",2025-07-12 01:51:56.997405,system,2025-07-12 01:51:56.997405,2025-07-12 01:51:56.997405
40,customer_004,6,System,"🤖 System: Status changed from ""Quoted"" to ""Closed"" (triggered by Stan Gwin)",2025-07-14 14:12:58.205027,system,2025-07-14 14:12:58.205027,2025-07-14 14:12:58.205027
41,customer_004,6,System,"🤖 System: Next step updated from ""Follow with VOXO AE"" to ""None"" (triggered by Stan Gwin)",2025-07-14 14:13:02.645422,system,2025-07-14 14:13:02.645422,2025-07-14 14:13:02.645422
42,customer_005,,Legacy User,Neal is reaching out to Jackie -- From Connect 2025. Saw her there. She is purposely waiting a few months to move forward with Voxo until she gets some folks back in the office.,2025-06-23 21:00:00,manual,2025-06-23 21:00:00,2025-07-14 14:24:24.340897
77,customer_005,6,System,"🤖 System: Next step updated from ""Follow with VOXO AE"" to ""Follow with Affiliate AE"" (triggered by Stan Gwin)",2025-07-16 17:15:30.89902,system,2025-07-16 17:15:30.89902,2025-07-16 17:15:30.89902
49,customer_006,,Legacy User,"We have 4 stores in a 30 mile radius that we need to get VPN connected with each other. A not-so-distant goal is to get a centralized data entry location for these stores setup, with central fill a secondary goal.",2025-06-23 21:00:00,manual,2025-06-23 21:00:00,2025-07-14 14:24:24.340897
11,customer_006,6,System,"🤖 System: 7 files uploaded: McCoyTygart&CentralServers.jpg, McCoyTygartnetwork.jpg, Redfieldnet2.jpg, Redfieldnetwork.jpg, SheridanFamilynet2.jpg, SheridanFamilynetwork.jpg, Woodlandsnetwork.jpg (triggered by Stan Gwin)",2025-07-11 23:38:42.701839,system,2025-07-11 23:38:42.701839,2025-07-11 23:38:42.701839
24,customer_006,6,System,"🤖 System: Next step set to ""Send Quote"" (triggered by Stan Gwin)",2025-07-12 00:08:46.643374,system,2025-07-12 00:08:46.643374,2025-07-12 00:08:46.643374
57,customer_006,6,Stan Gwin,"Just sent the following updated proposal to Casey and Sean -- Casey,
Here’s the revised pricing proposal for your four pharmacy locations. A few points of note:
Each site now includes a PoE switch.
For the McCoy Tygart location, I originally quoted an MX67 instead of the correct MX67W—the version with built-in Wi-Fi. I apologize for the oversight and have corrected it in this proposal.
​e’ll provide secure VPN connectivity between locations, VPN client access for up to 10 users, and remote setup support with someone from your team (Sean Brasseal) assisting onsite during each turn-up.
Each managed location includes full management and monitoring of the firewall, Wi-Fi, and switch, along with ongoing licensing for those devices.
Regarding Woodlands (the Ubiquiti location): while this site won’t support Cisco’s Auto VPN process and its associated enhancements, a standard site-to-site VPN is still achievable. I’ve noted a few key points below, and I’m happy to walk through the technical details if you’d like to explore further.

McCoy Tygart Drug – 821 N Rock St, Sheridan, AR
Upfront Cost:
– Cisco Meraki MX67W firewall with integrated Wi-Fi: $1100
– Cisco Meraki MR28 access point for extended Wi-Fi coverage: $450
– Cisco Meraki MS130-48P switch: $2,900
Total Upfront: $4,450
Monthly Service: $275/month

Sheridan Family Pharmacy – 677 Heritage Dr, Sheridan, AR
Upfront Cost:
– Cisco Meraki Z4 firewall with integrated Wi-Fi: $500
– Cisco Meraki MS130-24P switch: $1,650
Total Upfront: $2,150
Monthly Service: $165/month

Redfield Pharmacy – 1011 Sheridan Rd, Redfield, AR
Upfront Cost:
– Cisco Meraki Z4 firewall with integrated Wi-Fi: $500
– Cisco Meraki MS130-24P switch: $1,650
Total Upfront: $2,150
Monthly Service: $165/month

Woodlands Pharmacy – 7197 Sheridan Rd #109, White Hall, AR
Currently, equipment and management for this location have been arranged through one of your partners. While this site does not support Cisco’s Auto VPN process and its associated enhancements, a standard site-to-site VPN is still achievable—though it may be slightly more complex to configure and maintain over time. We will assist with setting up the VPN connection from this site to the main McCoy Tygart location, with the understanding that your other partner will be responsible for completing the configuration on their end and supporting any technical issues that may arise with their equipment in the future. No monthly fee will apply to this site unless we are asked to manage it as well. Please note that remote access to this location—from Sheridan, Redfield, or external users—may require additional setup and could incur separate charges from either Vantix or your Ubiquiti partner.

Summary:
Total Upfront (all sites): $8,750
Total Monthly Recurring: $605/month

Let me know if you have any questions or are ready for me to send a service agreement.

Thanks again,
Stan


Stan G. Gwin
601.408.9199
www.vantix.tech",2025-07-14 18:41:11.138401,manual,2025-07-14 18:41:11.138401,2025-07-14 18:41:11.138401
91,customer_006,6,Stan Gwin,"Got this email from Casey Hedden today -- Stan,

Thanks for the follow up. Contacting you was on my to do list for the day. Last night I signed the proposals for Voxo. Target dates are 8/20-28 for the 3 change overs. 

Megan & I have talked quite a bit about it & we’ve decided it makes the most sense to do this the easiest/cleanest way on the front end & not regret it later. So for Woodlands we want to use the same Cisco equipment the other stores are using. Please update our quote to include the same equipment as Redfield & Sheridan Family for Woodlands. 

I should know by end of day tomorrow for sure, talking with Innovatech about returning the Ubiquiti hardware. There’s a chance that they will swap it to the Cisco but still trying to find that out. My best guess is that we pay a restocking fee & then get the Cisco equipment from you. We’ll still have them come in & update the cabling. 

I’m in Las Vegas for a conference thru the weekend, I’ll get back to you ASAP once I hear back from Innovatech. 

Thanks!
Casey",2025-07-17 16:45:58.791329,manual,2025-07-17 16:45:58.791329,2025-07-17 16:45:58.791329
92,customer_006,6,Stan Gwin,"Sent this follow up with an updated proposal -- Casey,
Here’s the revised pricing proposal with Woodlands added. Points of note:
Each site includes a PoE switch.
W​e'll provide secure VPN connectivity between all locations, VPN client access for up to 10 users, and remote setup support with someone from your team (Sean Brasseal) assisting onsite during each turn-up.
Each managed location includes full management and monitoring of the firewall, Wi-Fi, and switch, along with ongoing licensing for those devices.
The Woodlands configuration now matches Sheridan and Redfield

McCoy Tygart Drug – 821 N Rock St, Sheridan, AR
Upfront Cost:
– Cisco Meraki MX67W firewall with integrated Wi-Fi: $1100
– Cisco Meraki MR28 access point for extended Wi-Fi coverage: $450
– Cisco Meraki MS130-48P switch: $2,900
Total Upfront: $4,450
Monthly Service: $275/month

Sheridan Family Pharmacy – 677 Heritage Dr, Sheridan, AR
Upfront Cost:
– Cisco Meraki Z4 firewall with integrated Wi-Fi: $500
– Cisco Meraki MS130-24P switch: $1,650
Total Upfront: $2,150
Monthly Service: $165/month

Redfield Pharmacy – 1011 Sheridan Rd, Redfield, AR
Upfront Cost:
– Cisco Meraki Z4 firewall with integrated Wi-Fi: $500
– Cisco Meraki MS130-24P switch: $1,650
Total Upfront: $2,150
Monthly Service: $165/month

Woodlands Pharmacy – 7197 Sheridan Rd #109, White Hall, AR
Upfront Cost:
– Cisco Meraki Z4 firewall with integrated Wi-Fi: $500
– Cisco Meraki MS130-24P switch: $1,650
Total Upfront: $2,150
Monthly Service: $165/month

Summary:
Total Upfront (all sites): $10,900
Total Monthly Recurring (all sites): $770/month

Let me know if you have additional questions or are ready for me to send a service agreement.

Thanks again,
Stan


Stan G. Gwin
601.408.9199
www.vantix.tech",2025-07-17 16:46:41.325742,manual,2025-07-17 16:46:41.325742,2025-07-17 16:46:41.325742
93,customer_006,6,System,"🤖 System: Next step due date set to ""2025-07-18"" (triggered by Stan Gwin)",2025-07-17 16:47:22.712578,system,2025-07-17 16:47:22.712578,2025-07-17 16:47:22.712578
94,customer_006,6,System,"🤖 System: Next step due date updated from ""2025-07-18"" to ""2025-07-17"" (triggered by Stan Gwin)",2025-07-17 16:47:25.699205,system,2025-07-17 16:47:25.699205,2025-07-17 16:47:25.699205
142,customer_006,6,Stan Gwin,"Text between Sean and me yesterday.  Stan Gwin:
	Sean, I hope you’re well today.  I received the signed order from Casey yesterday evening.  The order is being processed now for the hardware for all locations.  It will ship to your attention at McCoy Tygart Drug, 821 N Rock St, Sheridan, AR, 72150.  I’ll send tracking in a day or two when I have it.  Once it arrives, we will need to verify everything is accounted for.  Thanks!

Sean Brasseal:
	Yessir sounds good! And I’m doing pretty hope you are too! Once we get it I’ll make sure everything gets checked in! Have a great weekend!",2025-07-26 12:06:33.114373,manual,2025-07-26 12:06:33.114373,2025-07-26 12:06:33.114373
143,customer_006,6,Stan Gwin,Ordered the equipment from Rhino Networks.,2025-07-26 12:06:57.563932,manual,2025-07-26 12:06:57.563932,2025-07-26 12:06:57.563932
144,customer_006,6,System,"🤖 System: Status changed from ""Lead"" to ""Onboarding"" (triggered by Stan Gwin)",2025-07-28 21:55:48.068934,system,2025-07-28 21:55:48.068934,2025-07-28 21:55:48.068934
145,customer_006,6,System,"🤖 System: Status changed from ""Onboarding"" to ""Signed"" (triggered by Stan Gwin)",2025-07-28 21:55:52.758491,system,2025-07-28 21:55:52.758491,2025-07-28 21:55:52.758491
146,customer_006,6,System,"🤖 System: Next step updated from ""Send Quote"" to ""Configure in Dashboard"" (triggered by Stan Gwin)",2025-07-28 21:56:03.796319,system,2025-07-28 21:56:03.796319,2025-07-28 21:56:03.796319
51,customer_007,,Legacy User,6/10/2025 -- Sent email to Walter requesting information for SA,2025-06-23 21:00:00,manual,2025-06-23 21:00:00,2025-07-14 14:24:24.340897
5,customer_007,6,Stan Gwin,Have been talking to Voxo this morning about Walter and this location. They're having problems getting phones to pick up on the network. Can't get the firewall to get an IP address and pick up on the network either. We have no access to anything that they're plugging in. There's something wrong with their existing firewall/router. It may be running off IP addresses or it may have some other issue. Voxo is looking into it now and they're waiting on credentials to come from Lumistry for the existing Dray Tech firewall..,2025-06-27 17:06:37.371948,manual,2025-06-27 17:06:37.371948,2025-06-27 17:06:37.371948
7,customer_007,6,System,"Files uploaded: File uploaded: ""IMG_2505[1].jpeg""",2025-06-27 19:36:44.152526,system,2025-06-27 19:36:44.152526,2025-06-27 19:36:44.152526
26,customer_007,6,System,"🤖 System: Status changed from ""Onboarding"" to ""Hypercare"" (triggered by Stan Gwin)",2025-07-12 00:09:10.972913,system,2025-07-12 00:09:10.972913,2025-07-12 00:09:10.972913
27,customer_007,6,System,"🤖 System: Status changed from ""Hypercare"" to ""Onboarding"" (triggered by Stan Gwin)",2025-07-12 00:09:34.079608,system,2025-07-12 00:09:34.079608,2025-07-12 00:09:34.079608
28,customer_007,6,System,"🤖 System: Next step set to ""Place in Billing"" (triggered by Stan Gwin)",2025-07-12 00:09:47.209517,system,2025-07-12 00:09:47.209517,2025-07-12 00:09:47.209517
84,customer_007,6,System,"🤖 System: Next step due date set to ""2025-07-18"" (triggered by Stan Gwin)",2025-07-17 14:35:02.437632,system,2025-07-17 14:35:02.437632,2025-07-17 14:35:02.437632
85,customer_007,6,System,"🤖 System: Next step due date updated from ""2025-07-18"" to ""2025-07-25"" (triggered by Stan Gwin)",2025-07-17 14:35:05.356693,system,2025-07-17 14:35:05.356693,2025-07-17 14:35:05.356693
100,customer_007,6,System,"🤖 System: Next step due date set to ""2025-07-25"" (triggered by Stan Gwin)",2025-07-22 15:18:13.172541,system,2025-07-22 15:18:13.172541,2025-07-22 15:18:13.172541
150,customer_007,6,System,"🤖 System: Next step due date set to ""2025-07-30"" (triggered by Stan Gwin)",2025-07-29 18:27:32.660511,system,2025-07-29 18:27:32.660511,2025-07-29 18:27:32.660511
44,customer_008,,Legacy User,AT Connect 2025 -- moving to VOXO. One location. VPN has been too slow. Told her we'd troubleshoot before we start changing firewall.,2025-06-23 21:00:00,manual,2025-06-23 21:00:00,2025-07-14 14:24:24.340897
32,customer_008,6,System,"🤖 System: Status changed from ""Lead"" to ""Hypercare"" (triggered by Stan Gwin)",2025-07-12 01:51:22.358216,system,2025-07-12 01:51:22.358216,2025-07-12 01:51:22.358216
33,customer_008,6,System,"🤖 System: Status changed from ""Hypercare"" to ""Lead"" (triggered by Stan Gwin)",2025-07-12 01:51:30.875383,system,2025-07-12 01:51:30.875383,2025-07-12 01:51:30.875383
76,customer_008,6,System,"🤖 System: Next step set to ""Follow with Affiliate AE"" (triggered by Stan Gwin)",2025-07-16 17:15:28.429927,system,2025-07-16 17:15:28.429927,2025-07-16 17:15:28.429927
118,customer_008,6,System,"🤖 System: Next step due date set to ""2025-07-31"" (triggered by Stan Gwin)",2025-07-23 02:57:37.88059,system,2025-07-23 02:57:37.88059,2025-07-23 02:57:37.88059
125,customer_008,4,System,"🤖 System: Next step due date set to ""2025-07-22"" (triggered by Test User)",2025-07-23 03:34:13.632564,system,2025-07-23 03:34:13.632564,2025-07-23 03:34:13.632564
126,customer_008,4,System,"🤖 System: Next step due date updated from ""2025-07-22"" to ""2025-07-21"" (triggered by Test User)",2025-07-23 03:34:14.828561,system,2025-07-23 03:34:14.828561,2025-07-23 03:34:14.828561
43,customer_009,,Legacy User,Per Levi at Voxo I called Blake Tubbs to discuss needs for both of these businesses. He has a vital care pharmacy and the compounder here in Hattiesburg. Vital care is a franchise and he also has another one in Baton Rouge.,2025-06-23 21:00:00,manual,2025-06-23 21:00:00,2025-07-14 14:24:24.340897
54,customer_009,6,Stan Gwin,"Just sent Jonathan Sims the following text -- Jonathan.  Stan Gwin.  I owe you a call and a visit this week, but I got back in town sick.  I’ll clear this first so I don’t infect anyone.  Sorry for the delay.",2025-07-14 14:46:03.222106,manual,2025-07-14 14:46:03.222106,2025-07-14 14:46:03.222106
55,customer_009,6,Stan Gwin,"Sent Blake Tubbs the following message -- Blake, this is Stan Gwin from Vantix.  Levi Burnham had me reach out to you a couple of weeks ago, and you got me in touch with Jonathan Sims.  I just sent Jonathan the following text message — Jonathan.  Stan Gwin.  I owe you a call and a visit this week, but I got back in town sick.  I’ll clear this first so I don’t infect anyone.  Sorry for the delay.",2025-07-14 14:49:08.845453,manual,2025-07-14 14:49:08.845453,2025-07-14 14:49:08.845453
56,customer_009,6,Stan Gwin,"Sent Blake Tubbs the following message -- Blake, this is Stan Gwin from Vantix.  Levi Burnham had me reach out to you a couple of weeks ago, and you got me in touch with Jonathan Sims.  I just sent Jonathan the following text message — Jonathan.  Stan Gwin.  I owe you a call and a visit this week, but I got back in town sick.  I’ll clear this first so I don’t infect anyone.  Sorry for the delay.",2025-07-14 14:49:09.124589,manual,2025-07-14 14:49:09.124589,2025-07-14 14:49:09.124589
66,customer_009,6,Stan Gwin,Spoke with Jonathan on the phone. He's looking for somebody to handle a network management and all his PC and desktop support as well. He has talked to Pileum and is going to be going with them. That's a very good fit and they'll do a good job for him. I'm closing this and we'll make the same note under his sister company.,2025-07-15 16:56:14.623029,manual,2025-07-15 16:56:14.623029,2025-07-15 16:56:14.623029
70,customer_009,6,System,"🤖 System: Status changed from ""Lead"" to ""Closed"" (triggered by Stan Gwin)",2025-07-15 16:57:05.978498,system,2025-07-15 16:57:05.978498,2025-07-15 16:57:05.978498
71,customer_009,6,System,"🤖 System: Next step set to ""None"" (triggered by Stan Gwin)",2025-07-15 16:57:09.29699,system,2025-07-15 16:57:09.29699,2025-07-15 16:57:09.29699
36,customer_010,6,System,"🤖 System: Next step set to ""Visit with him week of 7/14"" (triggered by Stan Gwin)",2025-07-12 01:52:38.685112,system,2025-07-12 01:52:38.685112,2025-07-12 01:52:38.685112
37,customer_010,6,System,"🤖 System: Next step updated from ""Visit with him week of 7/14"" to ""Call for visit 7/14"" (triggered by Stan Gwin)",2025-07-12 01:52:46.800512,system,2025-07-12 01:52:46.800512,2025-07-12 01:52:46.800512
67,customer_010,6,Stan Gwin,Spoke with Jonathan on the phone. He's looking for somebody to handle a network management and all his PC and desktop support as well. He has talked to Pileum and is going to be going with them. That's a very good fit and they'll do a good job for him. I'm closing this and we'll make the same note under his sister company.,2025-07-15 16:56:41.414343,manual,2025-07-15 16:56:41.414343,2025-07-15 16:56:41.414343
68,customer_010,6,System,"🤖 System: Status changed from ""Lead"" to ""Closed"" (triggered by Stan Gwin)",2025-07-15 16:56:57.694006,system,2025-07-15 16:56:57.694006,2025-07-15 16:56:57.694006
69,customer_010,6,System,"🤖 System: Next step updated from ""Call for visit 7/14"" to ""None"" (triggered by Stan Gwin)",2025-07-15 16:57:02.54023,system,2025-07-15 16:57:02.54023,2025-07-15 16:57:02.54023
45,customer_011,,Legacy User,This is eight locations. They can handle doing the installations themselves although they did ask about Turkey. Each location is going to be a firewall and they need Wi-Fi turned up.,2025-06-23 21:00:00,manual,2025-06-23 21:00:00,2025-07-14 14:24:24.340897
9,customer_011,4,System,"16 photos were uploaded to this customer record but were accidentally deleted during file management system improvements on June 26, 2025. The files were properly uploaded after PostgreSQL database was established, but were removed during file deletion system debugging (commits 3fbab5b and 2162c96). Database records show missing IDs 1,2,9-18,29,32,34 which correspond to the 16 deleted files. Please re-upload the missing photos for this customer.",2025-07-01 22:58:19.463506,system,2025-07-01 22:58:19.463506,2025-07-01 23:01:21.938702
14,customer_011,6,System,"🤖 System: Status changed from ""Lead"" to ""Closed"" (triggered by Stan Gwin)",2025-07-12 00:03:15.142139,system,2025-07-12 00:03:15.142139,2025-07-12 00:03:15.142139
15,customer_011,6,Stan Gwin,"I opted to back out of this deal because we were not ready to handle the cellular backup that they needed. Smart connect is able to do it with an integrated solution on a cradle point from Erickson. While we have the ability to do that with the Cisco gear, we've not tested any of that and I felt like we were guinea pig this customer. This customer is not somebody that needs to be trifled with or tested with. They're running a large business and don't need us playing around with new technology with them. I told Willis that and he appreciated it and asked me to contact them at the point where we actually had this available because he said they may want to move to us at that point.",2025-07-12 00:04:37.729148,manual,2025-07-12 00:04:37.729148,2025-07-12 00:04:37.729148
16,customer_011,6,System,"🤖 System: Next step set to ""Schedule Call"" (triggered by Stan Gwin)",2025-07-12 00:05:02.262393,system,2025-07-12 00:05:02.262393,2025-07-12 00:05:02.262393
17,customer_011,6,System,"🤖 System: Next step updated from ""Schedule Call"" to ""Send Quote"" (triggered by Stan Gwin)",2025-07-12 00:05:03.815154,system,2025-07-12 00:05:03.815154,2025-07-12 00:05:03.815154
18,customer_011,6,System,"🤖 System: Status changed from ""Closed"" to ""Active"" (triggered by Stan Gwin)",2025-07-12 00:05:06.783541,system,2025-07-12 00:05:06.783541,2025-07-12 00:05:06.783541
19,customer_011,6,System,"🤖 System: Status changed from ""Active"" to ""Signed"" (triggered by Stan Gwin)",2025-07-12 00:05:23.20395,system,2025-07-12 00:05:23.20395,2025-07-12 00:05:23.20395
20,customer_011,6,System,"🤖 System: Status changed from ""Signed"" to ""Active"" (triggered by Stan Gwin)",2025-07-12 00:05:28.122838,system,2025-07-12 00:05:28.122838,2025-07-12 00:05:28.122838
21,customer_011,6,System,"🤖 System: Status changed from ""Active"" to ""Closed"" (triggered by Stan Gwin)",2025-07-12 00:05:37.951754,system,2025-07-12 00:05:37.951754,2025-07-12 00:05:37.951754
