id,customer_id,file_name,original_name,file_url,file_type,file_size,upload_date,created_at,location_tag
4,customer_007,1750945682566-513018478.jpeg,IMG_2485.jpeg,/uploads/customer_007/1750945682566-513018478.jpeg,image/jpeg,3804114,2025-06-26 13:48:02.597996,2025-06-26 13:48:02.597996,
5,customer_007,1750945682636-514275282.jpeg,IMG_2486.jpeg,/uploads/customer_007/1750945682636-514275282.jpeg,image/jpeg,2768195,2025-06-26 13:48:02.669779,2025-06-26 13:48:02.669779,
6,customer_007,1750945682699-141247766.jpeg,IMG_2487.jpeg,/uploads/customer_007/1750945682699-141247766.jpeg,image/jpeg,4009693,2025-06-26 13:48:02.730213,2025-06-26 13:48:02.730213,
7,customer_007,1750945682757-266068565.jpeg,IMG_2489.jpeg,/uploads/customer_007/1750945682757-266068565.jpeg,image/jpeg,2278624,2025-06-26 13:48:02.788097,2025-06-26 13:48:02.788097,
8,customer_007,1750945682815-821496808.jpeg,IMG_2490.jpeg,/uploads/customer_007/1750945682815-821496808.jpeg,image/jpeg,2987575,2025-06-26 13:48:02.846137,2025-06-26 13:48:02.846137,
30,customer_007,1751043778665-970629041.jpeg,IMG_2505[1].jpeg,/uploads/customer_007/1751043778665-970629041.jpeg,image/jpeg,1968466,2025-06-27 17:02:58.696342,2025-06-27 17:02:58.696342,
31,customer_007,1751043778724-465331262.jpeg,IMG_2506.jpeg,/uploads/customer_007/1751043778724-465331262.jpeg,image/jpeg,1522712,2025-06-27 17:02:58.755613,2025-06-27 17:02:58.755613,
33,customer_007,1751043778842-315733259.jpeg,IMG_2507.jpeg,/uploads/customer_007/1751043778842-315733259.jpeg,image/jpeg,1905545,2025-06-27 17:02:58.87374,2025-06-27 17:02:58.87374,
35,customer_007,1751053003777-57846402.jpeg,IMG_2505[1].jpeg,/uploads/customer_007/1751053003777-57846402.jpeg,image/jpeg,1968466,2025-06-27 19:36:43.808638,2025-06-27 19:36:43.808638,
37,customer_011,1751734203137-34748836.HEIC,Charleston 1.HEIC,/uploads/customer_011/1751734203137-34748836.HEIC,image/heic,345555,2025-07-05 16:50:03.167659,2025-07-05 16:50:03.167659,
38,customer_011,1751734203206-848582119.HEIC,Charleston 2.HEIC,/uploads/customer_011/1751734203206-848582119.HEIC,image/heic,233674,2025-07-05 16:50:03.236456,2025-07-05 16:50:03.236456,
39,customer_011,1751734203262-758611808.HEIC,Daniel Island 1.HEIC,/uploads/customer_011/1751734203262-758611808.HEIC,image/heic,1562972,2025-07-05 16:50:03.293419,2025-07-05 16:50:03.293419,
40,customer_011,1751734203319-132621197.HEIC,Daniel Island 2.HEIC,/uploads/customer_011/1751734203319-132621197.HEIC,image/heic,1840787,2025-07-05 16:50:03.351873,2025-07-05 16:50:03.351873,
41,customer_011,1751734203378-703670185.HEIC,Ellorie 1.HEIC,/uploads/customer_011/1751734203378-703670185.HEIC,image/heic,1788190,2025-07-05 16:50:03.409037,2025-07-05 16:50:03.409037,
42,customer_011,1751734203435-399885053.HEIC,Ellorie 2.HEIC,/uploads/customer_011/1751734203435-399885053.HEIC,image/heic,939051,2025-07-05 16:50:03.465616,2025-07-05 16:50:03.465616,
43,customer_011,1751734203492-705052066.HEIC,Eutawville 1.HEIC,/uploads/customer_011/1751734203492-705052066.HEIC,image/heic,2108046,2025-07-05 16:50:03.522296,2025-07-05 16:50:03.522296,
44,customer_011,1751734203548-91254088.HEIC,Hollywood 2.HEIC,/uploads/customer_011/1751734203548-91254088.HEIC,image/heic,2219229,2025-07-05 16:50:03.578858,2025-07-05 16:50:03.578858,
45,customer_011,1751734203612-810056260.HEIC,Isle of Palms 1.HEIC,/uploads/customer_011/1751734203612-810056260.HEIC,image/heic,2568867,2025-07-05 16:50:03.642571,2025-07-05 16:50:03.642571,
46,customer_011,1751734203669-162151807.HEIC,Isle of Palms 2.HEIC,/uploads/customer_011/1751734203669-162151807.HEIC,image/heic,2360944,2025-07-05 16:50:03.699615,2025-07-05 16:50:03.699615,
47,customer_011,1751734203726-87594264.HEIC,Moncks Corner 1.HEIC,/uploads/customer_011/1751734203726-87594264.HEIC,image/heic,1840787,2025-07-05 16:50:03.758491,2025-07-05 16:50:03.758491,
48,customer_011,1751734203785-487541468.HEIC,Moncks Corner 2.HEIC,/uploads/customer_011/1751734203785-487541468.HEIC,image/heic,1562972,2025-07-05 16:50:03.815515,2025-07-05 16:50:03.815515,
49,customer_011,1751734203844-383738045.HEIC,North Litchfield 1.HEIC,/uploads/customer_011/1751734203844-383738045.HEIC,image/heic,2127267,2025-07-05 16:50:03.874346,2025-07-05 16:50:03.874346,
50,customer_011,1751734203912-60700305.HEIC,North Litchfield 2.HEIC,/uploads/customer_011/1751734203912-60700305.HEIC,image/heic,1528734,2025-07-05 16:50:03.942451,2025-07-05 16:50:03.942451,
51,customer_011,1751734203969-378105885.HEIC,Eutawville 2.HEIC,/uploads/customer_011/1751734203969-378105885.HEIC,image/heic,1795156,2025-07-05 16:50:03.999726,2025-07-05 16:50:03.999726,
52,customer_011,1751734204026-875256844.HEIC,Hollywood 1.HEIC,/uploads/customer_011/1751734204026-875256844.HEIC,image/heic,1899620,2025-07-05 16:50:04.057816,2025-07-05 16:50:04.057816,
53,customer_011,1751734251523-346596411.HEIC,Charleston 1.HEIC,/uploads/customer_011/1751734251523-346596411.HEIC,image/heic,345555,2025-07-05 16:50:51.553307,2025-07-05 16:50:51.553307,
54,customer_011,1751734251580-235482086.HEIC,Charleston 2.HEIC,/uploads/customer_011/1751734251580-235482086.HEIC,image/heic,233674,2025-07-05 16:50:51.611241,2025-07-05 16:50:51.611241,
55,customer_011,1751734251637-581711285.HEIC,Daniel Island 1.HEIC,/uploads/customer_011/1751734251637-581711285.HEIC,image/heic,1562972,2025-07-05 16:50:51.668166,2025-07-05 16:50:51.668166,
56,customer_011,1751734251694-531960264.HEIC,Daniel Island 2.HEIC,/uploads/customer_011/1751734251694-531960264.HEIC,image/heic,1840787,2025-07-05 16:50:51.725012,2025-07-05 16:50:51.725012,
57,customer_011,1751734251751-359230790.HEIC,Ellorie 1.HEIC,/uploads/customer_011/1751734251751-359230790.HEIC,image/heic,1788190,2025-07-05 16:50:51.78193,2025-07-05 16:50:51.78193,
58,customer_011,1751734251808-512122073.HEIC,Ellorie 2.HEIC,/uploads/customer_011/1751734251808-512122073.HEIC,image/heic,939051,2025-07-05 16:50:51.838918,2025-07-05 16:50:51.838918,
59,customer_011,1751734251865-374653998.HEIC,Eutawville 1.HEIC,/uploads/customer_011/1751734251865-374653998.HEIC,image/heic,2108046,2025-07-05 16:50:51.89629,2025-07-05 16:50:51.89629,
60,customer_011,1751734251922-276627732.HEIC,Eutawville 2.HEIC,/uploads/customer_011/1751734251922-276627732.HEIC,image/heic,1795156,2025-07-05 16:50:51.953196,2025-07-05 16:50:51.953196,
61,customer_011,1751734251979-294164577.HEIC,Hollywood 2.HEIC,/uploads/customer_011/1751734251979-294164577.HEIC,image/heic,2219229,2025-07-05 16:50:52.020531,2025-07-05 16:50:52.020531,
62,customer_011,1751734252049-537971558.HEIC,Isle of Palms 1.HEIC,/uploads/customer_011/1751734252049-537971558.HEIC,image/heic,2568867,2025-07-05 16:50:52.079327,2025-07-05 16:50:52.079327,
63,customer_011,1751734252105-194187874.HEIC,Isle of Palms 2.HEIC,/uploads/customer_011/1751734252105-194187874.HEIC,image/heic,2360944,2025-07-05 16:50:52.136193,2025-07-05 16:50:52.136193,
64,customer_011,1751734252162-385743720.HEIC,Moncks Corner 1.HEIC,/uploads/customer_011/1751734252162-385743720.HEIC,image/heic,1840787,2025-07-05 16:50:52.19286,2025-07-05 16:50:52.19286,
65,customer_011,1751734252219-15460886.HEIC,Moncks Corner 2.HEIC,/uploads/customer_011/1751734252219-15460886.HEIC,image/heic,1562972,2025-07-05 16:50:52.249664,2025-07-05 16:50:52.249664,
66,customer_011,1751734252276-118262802.HEIC,North Litchfield 1.HEIC,/uploads/customer_011/1751734252276-118262802.HEIC,image/heic,2127267,2025-07-05 16:50:52.306466,2025-07-05 16:50:52.306466,
67,customer_011,1751734252332-366035564.HEIC,North Litchfield 2.HEIC,/uploads/customer_011/1751734252332-366035564.HEIC,image/heic,1528734,2025-07-05 16:50:52.363285,2025-07-05 16:50:52.363285,
68,customer_011,1751734252389-623156769.HEIC,Hollywood 1.HEIC,/uploads/customer_011/1751734252389-623156769.HEIC,image/heic,1899620,2025-07-05 16:50:52.420159,2025-07-05 16:50:52.420159,
69,customer_1752255981406,1752256586167-885951392.jpeg,Mineral Pharmacy 1.jpeg,/uploads/customer_1752255981406/1752256586167-885951392.jpeg,image/jpeg,40432,2025-07-11 17:56:26.199135,2025-07-11 17:56:26.199135,
70,customer_1752255981406,1752256586242-908113760.jpeg,Mineral Pharmacy 2.jpeg,/uploads/customer_1752255981406/1752256586242-908113760.jpeg,image/jpeg,40090,2025-07-11 17:56:26.274028,2025-07-11 17:56:26.274028,
71,customer_1752255981406,1752256586300-552083436.jpeg,Plains Drug 1.jpeg,/uploads/customer_1752255981406/1752256586300-552083436.jpeg,image/jpeg,73533,2025-07-11 17:56:26.332082,2025-07-11 17:56:26.332082,
72,customer_1752255981406,1752256586358-433209902.jpeg,Plains Drug 2.jpeg,/uploads/customer_1752255981406/1752256586358-433209902.jpeg,image/jpeg,77271,2025-07-11 17:56:26.39063,2025-07-11 17:56:26.39063,
73,customer_1752255981406,1752256586417-264229372.jpeg,Plains Drug 3.jpeg,/uploads/customer_1752255981406/1752256586417-264229372.jpeg,image/jpeg,72595,2025-07-11 17:56:26.44855,2025-07-11 17:56:26.44855,
74,customer_1752255981406,1752256586475-769008745.jpeg,Thompson Falls Family Pharmacy 1.jpeg,/uploads/customer_1752255981406/1752256586475-769008745.jpeg,image/jpeg,60890,2025-07-11 17:56:26.506563,2025-07-11 17:56:26.506563,
75,customer_1752255981406,1752256586533-88920900.jpeg,Thompson Falls Family Pharmacy 2.jpeg,/uploads/customer_1752255981406/1752256586533-88920900.jpeg,image/jpeg,53271,2025-07-11 17:56:26.564486,2025-07-11 17:56:26.564486,
76,customer_1752255981406,1752256586591-142851587.jpeg,Tompson Falls Family Pharmacy 3.jpeg,/uploads/customer_1752255981406/1752256586591-142851587.jpeg,image/jpeg,46299,2025-07-11 17:56:26.622437,2025-07-11 17:56:26.622437,
96,customer_1752596894930,1753207010627-92507308.heic,IMG_3113.HEIC,/uploads/customer_1752596894930/1753207010627-92507308.heic,image/heic,1684204,2025-07-22 17:56:50.637877,2025-07-22 17:56:50.637877,
97,customer_1752596894930,1753207015666-747635747.heic,IMG_3112.HEIC,/uploads/customer_1752596894930/1753207015666-747635747.heic,image/heic,1627773,2025-07-22 17:56:55.676739,2025-07-22 17:56:55.676739,
98,customer_1752596894930,1753207024090-928584332.heic,IMG_3111.HEIC,/uploads/customer_1752596894930/1753207024090-928584332.heic,image/heic,1669622,2025-07-22 17:57:04.100366,2025-07-22 17:57:04.100366,
99,customer_1752596894930,1753207094528-134734488.heic,IMG_3115.HEIC,/uploads/customer_1752596894930/1753207094528-134734488.heic,image/heic,1210749,2025-07-22 17:58:14.538192,2025-07-22 17:58:14.538192,
100,customer_1752596894930,1753207100156-937960898.heic,IMG_3114.HEIC,/uploads/customer_1752596894930/1753207100156-937960898.heic,image/heic,1145895,2025-07-22 17:58:20.166712,2025-07-22 17:58:20.166712,
